age,semester,favorite_subject,programming_skill,career_interest,skills_text,target_career,career_demand,technical_score,communication_score,problem_solving_score,creativity_score,leadership_score
23,Graduate,Commerce,None,Financial Analyst,"Financial Statement Analysis, Forecasting, Time Management, Python for Finance, Teamwork",Financial Analyst,Trending,83,77,93,55,61
22,Diploma,Mathematics,None,Civil Engineer,"Project Planning, Geotechnical Engineering, AutoCAD",Civil Engineer,Stable,82,83,94,55,78
18,1st Semester,Engineering,Expert,Robotics Engineer,"Time Management, Mechatronics, Control Systems, ROS",Robotics Engineer,High Demand,99,62,88,90,78
21,3rd Semester,Engineering,Intermediate,Aerospace Engineer,"Problem Solving, Avionics, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,89,64,93,72,74
19,2nd Semester,Physics,Intermediate,Aerospace Engineer,"Aerodynamics, CAD Modeling, Flight Simulation, Teamwork, Avionics",Aerospace Engineer,Emerging,97,66,96,72,72
19,2nd Semester,Mathematics,Beginner,Astrophysicist,"Astrophysics, Time Management, Quantum Mechanics, Creativity, Data Modeling",Astrophysicist,Emerging,94,74,99,75,79
24,Graduate,Engineering,Advanced,DevOps Engineer,"Teamwork, Infrastructure as Code, Monitoring, Kubernetes",DevOps Engineer,High Demand,99,69,89,57,72
17,12th,Mathematics,Beginner,Pilot,"High Focus, Aircraft Systems, Spatial Awareness, Emergency Procedures, Flight Navigation",Pilot,Trending,88,82,91,53,83
26,7th Semester,Education,None,Teacher,"Patience, Classroom Management, Communication, Student Evaluation",Teacher,Stable,73,97,75,85,78
28,8th Semester,Design,Beginner,Mobile App Developer,"Character Animation, Adaptability, 3D Modeling, Maya, Storyboarding, After Effects",Animator,Emerging,79,62,63,99,58
27,Graduate,Psychology,Beginner,Lawyer,"Legal Research, Contract Drafting, Negotiation",Lawyer,Stable,73,97,95,68,83
24,8th Semester,Computer Science,Beginner,Product Manager,"Leadership, Product Vision, User Research, Agile",Product Manager,Trending,80,94,86,80,91
28,Graduate,Physics,Beginner,Biomedical Engineer,"Python, Materials Science, Signal Processing, Communication, Time Management, Medical Devices, Biology, Biomechanics",Biomedical Engineer,Trending,86,69,87,84,57
19,8th Semester,Physics,Beginner,Aerospace Engineer,"Aerodynamics, MATLAB, CAD Modeling, Propulsion Systems, Structural Analysis",Aerospace Engineer,Emerging,97,73,91,74,59
23,7th Semester,Engineering,Intermediate,Software Developer,"Python, Data Structures, Object-Oriented Programming",Software Developer,High Demand,92,58,91,67,55
19,5th Semester,Law,None,Journalist,"Communication, News Writing, Fact Checking, Video Journalism, Investigative Reporting, Media Ethics, Interviewing",Journalist,Stable,64,96,81,77,72
19,8th Semester,Computer Science,Intermediate,AI Engineer,"Communication, NLP, Problem Solving, PyTorch, Machine Learning",AI Engineer,High Demand,99,78,85,83,72
25,7th Semester,Computer Science,None,UI/UX Designer,"Research Methodology, Critical Thinking, Academic Lecturing, Communication, Scientific Publication, Pedagogy, Curriculum Development",Professor,Stable,82,99,90,80,82
24,Graduate,Design,Beginner,UI/UX Designer,"Layout Design, Branding, Illustrator, Typography",Graphic Designer,Trending,73,85,78,95,59
28,7th Semester,Engineering,Intermediate,Electrical Engineer,"Signal Processing, Communication, Circuit Design, MATLAB, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,90,74,84,74,72
27,Postgraduate,Chemistry,None,Teacher,"Critical Thinking, Lesson Planning, Communication, Patience, Student Evaluation, Problem Solving, Empathy",Teacher,Stable,74,99,80,82,79
21,5th Semester,Design,Beginner,Product Designer,"User Empathy, Prototyping, Critical Thinking, Industrial Design, Customer Research, Teamwork, Iterative Design, Figma",Product Designer,High Demand,78,89,83,88,68
25,Graduate,Biology,Intermediate,Dentist,"Communication, Teamwork, Oral Surgery, Dental Anatomy, Diagnostics",Dentist,Stable,92,94,90,74,71
17,12th,Biology,Beginner,Dentist,"Manual Dexterity, Oral Surgery, Patient Communication, Dental Anatomy, Empathy",Dentist,Stable,77,78,88,73,68
27,8th Semester,Physics,Beginner,Aerospace Engineer,"Aerodynamics, Flight Simulation, Communication, CAD Modeling",Aerospace Engineer,Emerging,94,70,88,77,77
28,Graduate,Physics,Beginner,Electrical Engineer,"Communication, Circuit Design, MATLAB, PCB Design, Microcontrollers, Power Systems",Electrical Engineer,High Demand,91,74,82,72,71
21,4th Semester,Design,Intermediate,Graphic Designer,"Layout Design, Visual Identity, Branding, Critical Thinking",Graphic Designer,Trending,80,78,75,92,70
25,8th Semester,Animation,Advanced,Graphic Designer,"Photoshop, Layout Design, Time Management, Illustrator, Typography, Creativity",Graphic Designer,Trending,85,65,77,95,67
26,Graduate,Law,Beginner,Journalist,"Critical Thinking, News Writing, Time Management, Video Journalism, Investigative Reporting, Media Ethics",Journalist,Stable,72,99,86,84,77
25,7th Semester,Chemistry,Intermediate,Teacher,"Lesson Planning, Communication, Adaptability, Patience, Child Psychology, Student Evaluation, Teamwork, Classroom Management",Teacher,Stable,76,93,73,77,70
26,8th Semester,Physics,Beginner,Electrical Engineer,"Circuit Design, Critical Thinking, Microcontrollers, PCB Design",Electrical Engineer,High Demand,82,73,92,69,77
24,7th Semester,Computer Science,Advanced,Cybersecurity Analyst,"Incident Response, Penetration Testing, Firewalls, Network Security, Teamwork",Cybersecurity Analyst,High Demand,95,65,88,66,59
24,Postgraduate,Law,Beginner,Lawyer,"Negotiation, Critical Thinking, Public Speaking, Problem Solving, Courtroom Advocacy, Argumentation",Lawyer,Stable,68,99,92,70,87
22,7th Semester,Business Studies,None,Digital Marketer,"Content Strategy, Copywriting, PPC Advertising, SEO, Google Analytics",Digital Marketer,High Demand,71,86,81,83,71
26,Graduate,Computer Science,Expert,Cybersecurity Analyst,"Python, Linux, Firewalls, Ethical Hacking, Wireshark",Cybersecurity Analyst,High Demand,99,62,83,70,65
20,6th Semester,Physics,None,Teacher,"Lesson Planning, Communication, Child Psychology, Classroom Management, Empathy",Teacher,Stable,64,96,78,82,85
19,Diploma,Physics,Beginner,Research Scientist,"Hypothesis Testing, Python, Academic Writing, Laboratory Techniques, Data Analysis, Scientific Research",Research Scientist,Stable,89,69,87,76,63
19,4th Semester,Design,None,Product Designer,"User Empathy, Customer Research, Product Strategy, Industrial Design, Prototyping",Product Designer,High Demand,76,81,77,92,87
28,8th Semester,Animation,None,Graphic Designer,"Creativity, Photoshop, Color Theory",Graphic Designer,Trending,64,78,68,93,59
22,2nd Semester,Physics,Advanced,Electrical Engineer,"Signal Processing, Circuit Design, Adaptability, Embedded Systems, Microcontrollers, Power Systems",Electrical Engineer,High Demand,98,66,95,69,64
28,Graduate,Chemistry,None,Chef,"Sensory Evaluation, Culinary Techniques, Adaptability, Kitchen Leadership, Food Safety, Creativity, Problem Solving",Chef,Trending,71,78,84,92,73
25,7th Semester,Mathematics,Intermediate,Astrophysicist,"Astronomical Observation, Adaptability, Quantum Mechanics, Creativity, Data Modeling",Astrophysicist,Emerging,93,68,99,77,63
20,2nd Semester,Computer Science,Beginner,Business Analyst,"Communication, Business Strategy, Agile/Scrum, Stakeholder Management, Requirements Gathering",Business Analyst,High Demand,85,85,88,65,76
20,2nd Semester,Engineering,None,Mechanical Engineer,"AutoCAD, Fluid Mechanics, Thermodynamics, Manufacturing, Adaptability, Creativity, SolidWorks",Mechanical Engineer,Stable,76,71,85,75,66
25,7th Semester,Finance,None,Financial Analyst,"Financial Statement Analysis, Communication, Time Management, Excel, Python for Finance",Financial Analyst,Trending,86,75,91,58,69
18,12th,Law,None,Lawyer,"Contract Drafting, Constitutional Law, Critical Thinking",Lawyer,Stable,71,91,88,68,91
21,7th Semester,Physics,Beginner,Research Scientist,"Python, Academic Writing, Laboratory Techniques, Data Analysis, Statistics",Research Scientist,Stable,97,67,96,76,69
21,5th Semester,Chemistry,Beginner,Teacher,"Patience, Child Psychology, Communication, Empathy",Teacher,Stable,73,91,81,80,83
28,Graduate,Computer Science,Beginner,Software Developer,"Git, Data Structures, Debugging, Java, Creativity, C++",Software Developer,High Demand,81,64,80,64,61
20,5th Semester,Biology,Beginner,Dentist,"Hygiene Standards, Manual Dexterity, Oral Surgery, Patient Communication, Creativity, Diagnostics, Empathy",Dentist,Stable,86,81,86,68,64
23,7th Semester,Mathematics,None,Electrical Engineer,"Aircraft Systems, Spatial Awareness, Time Management, Meteorology, Emergency Procedures, Radio Communication",Pilot,Trending,83,79,89,55,79
17,10th,Mathematics,Beginner,DevOps Engineer,"Critical Thinking, AutoCAD, Project Planning, Problem Solving, Geotechnical Engineering, Structural Analysis",Civil Engineer,Stable,88,62,85,69,77
28,Graduate,Biology,Beginner,Psychologist,"Mental Health Assessment, Active Listening, Counseling, Empathy",Psychologist,High Demand,70,78,86,71,84
18,10th,Chemistry,Intermediate,Pharmacist,"Attention to Detail, Dosage Calculation, Drug Interactions",Pharmacist,Stable,93,69,81,54,66
21,3rd Semester,Law,None,Journalist,"Storytelling, Critical Thinking, News Writing, Fact Checking, Media Ethics, Interviewing",Journalist,Stable,58,93,89,88,70
21,Diploma,Design,Expert,Mobile App Developer,"React Native, REST APIs, Kotlin, Mobile Architecture, UI/UX, Swift",Mobile App Developer,Trending,99,70,86,85,57
22,3rd Semester,Computer Science,None,IAS Officer,"Public Speaking, Adaptability, Creativity, Pedagogy, Curriculum Development",Professor,Stable,80,89,87,81,77
22,6th Semester,Mathematics,Intermediate,Mechanical Engineer,"Robotics, Adaptability, Manufacturing, Fluid Mechanics",Mechanical Engineer,Stable,89,68,89,63,69
27,7th Semester,Physics,Advanced,Robotics Engineer,"Sensors & Actuators, Python, Critical Thinking, ROS, Creativity, Mechatronics",Robotics Engineer,High Demand,99,68,90,82,68
27,8th Semester,Economics,Beginner,Investment Banker,"Negotiation, Creativity, Excel, Valuation, Problem Solving",Investment Banker,High Demand,90,90,91,69,92
23,Postgraduate,Design,Beginner,Animator,"Texturing, After Effects, Maya, Communication",Animator,Emerging,91,59,70,99,63
25,Postgraduate,Physics,None,Astrophysicist,"Cosmology, Astronomical Observation, Quantum Mechanics, Adaptability, Calculus, Problem Solving, Data Modeling",Astrophysicist,Emerging,88,73,96,71,61
25,8th Semester,Computer Science,Advanced,Robotics Engineer,"Sensors & Actuators, Adaptability, Mechatronics, C++, Kinematics",Robotics Engineer,High Demand,97,69,91,86,75
26,8th Semester,Artificial Intelligence,Advanced,AI Engineer,"Communication, Linear Algebra, NLP, TensorFlow, Teamwork",AI Engineer,High Demand,99,78,91,77,59
19,Diploma,Business Studies,Beginner,Digital Marketer,"Copywriting, PPC Advertising, SEO, Teamwork, Problem Solving",Digital Marketer,High Demand,79,91,72,83,86
27,Graduate,Economics,Intermediate,Financial Analyst,"Financial Statement Analysis, Ratio Analysis, Excel, Adaptability, Python for Finance, PowerBI",Financial Analyst,Trending,91,83,86,59,75
25,Graduate,Chemistry,None,Professor,"Public Speaking, Scientific Publication, Research Methodology",Professor,Stable,80,93,89,78,79
20,4th Semester,Biology,Beginner,Dentist,"Hygiene Standards, Time Management, Manual Dexterity, Oral Surgery, Dental Anatomy, Diagnostics, Empathy",Dentist,Stable,86,79,87,67,66
25,7th Semester,Chemistry,None,Chef,"Food Safety, Menu Engineering, Culinary Techniques, Kitchen Leadership",Chef,Trending,77,74,83,99,79
20,6th Semester,Economics,Advanced,Data Scientist,"Data Visualization, Scikit-Learn, Time Management, Statistics, R",Data Scientist,High Demand,99,80,94,76,69
21,2nd Semester,Mathematics,Advanced,Research Scientist,"Communication, Data Analysis, Statistics, Creativity, Scientific Research",Research Scientist,Stable,99,78,90,73,64
21,3rd Semester,Computer Science,Advanced,Cloud Engineer,"Networking, Communication, AWS, Terraform, Teamwork, System Architecture, Kubernetes",Cloud Engineer,High Demand,94,67,83,56,62
19,7th Semester,Physics,Beginner,Aerospace Engineer,"Critical Thinking, AutoCAD, Project Planning, Surveying, Construction Management, Structural Analysis",Civil Engineer,Stable,78,80,88,65,85
28,Postgraduate,Economics,Intermediate,Business Analyst,"SQL, Tableau, Business Strategy, Communication, Time Management, Agile/Scrum, Data Analytics",Business Analyst,High Demand,88,74,85,72,78
23,Graduate,Engineering,Intermediate,Electrical Engineer,"Android Studio, Git, React Native, Kotlin, Mobile Architecture, Creativity",Mobile App Developer,Trending,88,69,83,76,57
24,8th Semester,Physics,None,Data Scientist,"Signal Processing, Critical Thinking, Circuit Design, Time Management, PCB Design, Embedded Systems, Power Systems",Electrical Engineer,High Demand,80,61,89,71,62
20,5th Semester,Chemistry,None,Pharmacist,"Attention to Detail, Drug Interactions, Pharmacology, Organic Chemistry, Quality Control",Pharmacist,Stable,86,71,87,57,64
24,8th Semester,Biology,Beginner,Doctor,"Critical Thinking, Time Management, Pharmacology, Medical Ethics, Physiology, Anatomy, Empathy",Doctor,High Demand,92,95,88,62,88
19,7th Semester,Law,None,Lawyer,"Negotiation, Contract Drafting, Constitutional Law, Adaptability, Problem Solving",Lawyer,Stable,73,99,91,67,87
23,7th Semester,Computer Science,Beginner,Product Manager,"Leadership, Product Vision, Adaptability, Market Strategy",Product Manager,Trending,75,98,83,79,94
26,Postgraduate,Engineering,Intermediate,Cybersecurity Analyst,"Wireshark, Network Security, Linux",Cybersecurity Analyst,High Demand,94,61,90,60,61
23,8th Semester,Finance,None,Investment Banker,"Capital Markets, Excel, Valuation, Teamwork, M&A Analysis",Investment Banker,High Demand,80,78,92,62,87
24,7th Semester,Business Studies,None,Digital Marketer,"PPC Advertising, Critical Thinking, SEO, Google Analytics",Digital Marketer,High Demand,75,82,81,92,66
24,Postgraduate,Business Studies,Beginner,Product Manager,"Roadmap Planning, Leadership, Product Vision, Teamwork, Market Strategy",Product Manager,Trending,80,96,93,80,87
17,1st Semester,Engineering,Beginner,Product Designer,"User Empathy, Prototyping, Industrial Design, Product Strategy, Problem Solving, Iterative Design, Figma",Product Designer,High Demand,84,85,86,96,77
27,Postgraduate,Mathematics,Intermediate,Pilot,"Aircraft Systems, Spatial Awareness, Emergency Procedures, Radio Communication, Flight Navigation",Pilot,Trending,90,89,96,55,92
28,8th Semester,Engineering,Intermediate,Aerospace Engineer,"Aerodynamics, MATLAB, Adaptability, CAD Modeling, Flight Simulation, Avionics, Propulsion Systems",Aerospace Engineer,Emerging,99,74,93,71,69
26,8th Semester,Finance,None,Financial Analyst,"Ratio Analysis, Forecasting, Excel, Creativity, PowerBI",Financial Analyst,Trending,77,79,94,58,71
19,2nd Semester,Engineering,None,Civil Engineer,"Surveying, Structural Analysis, Project Planning, AutoCAD",Civil Engineer,Stable,78,69,90,68,76
25,Postgraduate,Design,None,Animator,"Motion Graphics, Texturing, Blender",Animator,Emerging,73,64,82,89,55
25,8th Semester,Computer Science,Advanced,Full-Stack Developer,"React, Git, Adaptability, REST APIs, HTML/CSS, Express",Full-Stack Developer,High Demand,99,67,82,80,74
26,7th Semester,Design,Intermediate,Mobile App Developer,"Adaptability, Kotlin, Git, REST APIs",Mobile App Developer,Trending,94,71,78,81,64
24,8th Semester,Physics,None,Pilot,"High Focus, Aircraft Systems, Meteorology, Creativity, Radio Communication, Flight Navigation",Pilot,Trending,77,83,98,64,83
28,8th Semester,Animation,None,Animator,"Storyboarding, 3D Modeling, Maya, Character Animation",Animator,Emerging,64,69,73,93,68
24,Postgraduate,Commerce,None,Digital Marketer,"Social Media Marketing, SEM, Copywriting, Adaptability, SEO, Google Analytics",Digital Marketer,High Demand,78,91,77,85,71
